2000_Narayanan_Alwan_noise_source_models_fricatives	https://sail.usc.edu/span/pdfs/narayanan2000noise.pdf
2006_Birkholz_noise_sources_area_functions_fricatives	https://www.vocaltractlab.de/publications/birkholz-2006-rib.pdf
2011_Birkholz_model_based_articulatory_trajectories	https://www.vocaltractlab.de/publications/birkholz-2011-ieee.pdf
2020_Birkholz_VocalTractLab_2.3_manual	https://www.vocaltractlab.de/download-vocaltractlab/VTL2.3-manual.pdf
1980_Klatt_cascade_parallel_formant_synthesizer	https://www.fon.hum.uva.nl/david/ma_ssp/doc/Klatt-1980-JAS000971.pdf
Klatt_chapter3_cascade_parallel_description	http://languagelog.ldc.upenn.edu/myl/ldc/Turkeltaub/KlattChapter3Description.pdf
2009_Weenink_KlattGrid	https://www.isca-archive.org/interspeech_2009/weenink09_interspeech.pdf
2000_Jackson_Shadle_frication_modulated_by_voicing	https://personalpages.surrey.ac.uk/p.jackson/pub/jasa00/JacksonShadle_JASA00_preprint.pdf
2005_Pincas_Jackson_AM_of_frication_by_voicing_saturates	https://www.isca-archive.org/interspeech_2005/pincas05_interspeech.pdf
2001_Stylianou_harmonic_plus_noise_model	https://www.ee.columbia.edu/~dpwe/e6820/papers/Styl01-hnm.pdf
2009_Drugman_deterministic_plus_stochastic_residual	https://arxiv.org/pdf/2001.00842
2020_Engel_DDSP	https://openreview.net/pdf?id=B1x1ma4tDr
2020_Wang_Yamagishi_cyclic_noise_NSF	https://arxiv.org/pdf/2004.02191
2024_Yu_differentiable_allpole_timevarying	https://arxiv.org/pdf/2404.07970
2020_maximum_voiced_frequency_estimation	https://arxiv.org/pdf/2006.00521
2021_high_quality_vocoding_design_signal_processing	https://arxiv.org/pdf/2101.10278
2023_review_differentiable_DSP_music_speech	https://arxiv.org/pdf/2308.15422
2022_review_articulatory_models_speech_production	https://www.frontiersin.org/journals/robotics-and-ai/articles/10.3389/frobt.2022.796739/pdf
1990_Glasberg_Moore_auditory_filter_shapes_ERB	http://audres.org/stn/dlmsupp/DLM-refs/Glasberg1990HearRes47-103.pdf
1994_Shackleton_Carlyon_resolved_unresolved_harmonics	http://audition.ens.fr/P2web/eval2007/DP_shackleton-1994-harmonic_resolution_pitch.pdf
1994_Hawks_difference_limens_formant_patterns	http://web.mit.edu/carrien/Public/speechlab/papers/hawks1994.pdf
1999_Karlsson_DL_formant_frequency_high_F0	https://www.isca-archive.org/eurospeech_1999/karlsson99_eurospeech.pdf
2016_Garellek_voice_source_spectral_slopes	https://www.uclahealth.org/sites/default/files/documents/2016%20Garellek%20Modeling%20the%20voice%20source%20in%20terms%20of%20spectral%20slopes.pdf
2021_Kreiman_validating_psychoacoustic_model_voice_quality	https://pmc.ncbi.nlm.nih.gov/articles/PMC7822631/pdf/
2014_Monson_perceptual_significance_HFE_voice	https://www.frontiersin.org/articles/10.3389/fpsyg.2014.00587/pdf
2014_Delvaux_piriform_fossae_spectral_impact_PLOS	https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0102680&type=printable
2005_Kitamura_hypopharyngeal_cavities_individual_variation	https://www.jstage.jst.go.jp/article/ast/26/1/26_1_16/_pdf
2011_McDermott_Simoncelli_sound_texture_perception	https://www.cell.com/neuron/pdf/S0896-6273(11)00562-9.pdf
2023_two_stage_spectral_model_sound_texture	https://pmc.ncbi.nlm.nih.gov/articles/PMC9950610/pdf/
2007_Li_spectral_measures_sibilants	https://www.ling.ohio-state.edu/pdlg/LiICPhS2007.pdf
2024_Jongman_phonetics_of_fricatives	https://kuppl.ku.edu/sites/kuppl/files/documents/publications/Jongman%20OREL%202024%20Phonetics%20of%20Fricatives.pdf
2011_Flynn_comparing_vowel_formant_normalisation	https://www.york.ac.uk/language/ypl/ypl2/11/YPL2-11-01-Flynn.pdf
2010_Li_sibilants_speaker_centered_approach	https://pmc.ncbi.nlm.nih.gov/articles/PMC3027155/pdf/
1997_Fitch_vocal_tract_length_formant_dispersion	https://scispace.com/pdf/vocal-tract-length-and-formant-frequency-dispersion-2vtop2z15t.pdf
2021_human_perception_of_audio_deepfakes	https://arxiv.org/pdf/2107.09667
2010_Mehta_Hillman_model_breathiness_aspiration_noise	https://pmc.ncbi.nlm.nih.gov/articles/PMC2891879/pdf/
Shadle_aerodynamics_puzzle_voiced_fricatives	https://www.eva.mpg.de/lingua/conference/10-PhoneticUniversals/pdf/Shadle_Abstract_fnl.pdf
2022_NeuralDPS_deterministic_stochastic_multiband	https://arxiv.org/pdf/2203.02678
2021_UnivNet_multiresolution_spectrogram_discriminators	https://arxiv.org/pdf/2106.07889
2011_KARMA_formant_antiformant_tracking	https://arxiv.org/pdf/1107.0076
